TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B02011,05000US48491,"Williamson County, Texas",1,Total:,"48,523","+/-1,340"
B02011,05000US49005,"Cache County, Utah",1,Total:,"4,410",+/-387
B02011,05000US49011,"Davis County, Utah",1,Total:,"12,040",+/-928
B02011,05000US49035,"Salt Lake County, Utah",1,Total:,"65,234","+/-1,122"
B02011,05000US49045,"Tooele County, Utah",1,Total:,"1,109",+/-798
B02011,05000US49049,"Utah County, Utah",1,Total:,"19,116","+/-1,113"
B02011,05000US49053,"Washington County, Utah",1,Total:,"2,724",+/-156
B02011,05000US49057,"Weber County, Utah",1,Total:,"6,270",+/-491
B02011,05000US50007,"Chittenden County, Vermont",1,Total:,"9,630",+/-421
B02011,05000US51003,"Albemarle County, Virginia",1,Total:,"7,242",+/-240
B02011,05000US51013,"Arlington County, Virginia",1,Total:,"30,498",+/-784
B02011,05000US51015,"Augusta County, Virginia",1,Total:,558,+/-495
B02011,05000US51019,"Bedford County, Virginia",1,Total:,"1,275",+/-87
B02011,05000US51041,"Chesterfield County, Virginia",1,Total:,"15,413",+/-266
B02011,05000US51059,"Fairfax County, Virginia",1,Total:,"256,856","+/-1,333"
B02011,05000US51061,"Fauquier County, Virginia",1,Total:,"1,527",+/-28
B02011,05000US51069,"Frederick County, Virginia",1,Total:,"2,414",+/-579
B02011,05000US51085,"Hanover County, Virginia",1,Total:,"2,715",+/-199
B02011,05000US51087,"Henrico County, Virginia",1,Total:,"31,873",+/-316
B02011,05000US51095,"James City County, Virginia",1,Total:,"3,074",+/-493
B02011,05000US51107,"Loudoun County, Virginia",1,Total:,"90,016",+/-720
B02011,05000US51121,"Montgomery County, Virginia",1,Total:,"7,762",+/-434
B02011,05000US51153,"Prince William County, Virginia",1,Total:,"53,177","+/-2,053"
B02011,05000US51161,"Roanoke County, Virginia",1,Total:,"3,704",+/-206
B02011,05000US51165,"Rockingham County, Virginia",1,Total:,904,+/-206
B02011,05000US51177,"Spotsylvania County, Virginia",1,Total:,"5,292",+/-439
B02011,05000US51179,"Stafford County, Virginia",1,Total:,"8,327",+/-655
B02011,05000US51199,"York County, Virginia",1,Total:,"5,024",+/-184
B02011,05000US51510,"Alexandria city, Virginia",1,Total:,"14,875","+/-1,542"
B02011,05000US51550,"Chesapeake city, Virginia",1,Total:,"12,604",+/-866
B02011,05000US51650,"Hampton city, Virginia",1,Total:,"5,084",+/-647
B02011,05000US51680,"Lynchburg city, Virginia",1,Total:,"2,813",+/-145
B02011,05000US51700,"Newport News city, Virginia",1,Total:,"8,580",+/-909
B02011,05000US51710,"Norfolk city, Virginia",1,Total:,"11,980",+/-447
B02011,05000US51740,"Portsmouth city, Virginia",1,Total:,"1,990",+/-348
B02011,05000US51760,"Richmond city, Virginia",1,Total:,"6,975",+/-333
B02011,05000US51770,"Roanoke city, Virginia",1,Total:,"3,824",+/-73
B02011,05000US51800,"Suffolk city, Virginia",1,Total:,"2,783",+/-451
B02011,05000US51810,"Virginia Beach city, Virginia",1,Total:,"40,939","+/-1,423"
B02011,05000US53005,"Benton County, Washington",1,Total:,"8,351",+/-770
B02011,05000US53007,"Chelan County, Washington",1,Total:,"1,234",+/-138
B02011,05000US53009,"Clallam County, Washington",1,Total:,"2,198",+/-82
B02011,05000US53011,"Clark County, Washington",1,Total:,"31,231",+/-554
B02011,05000US53015,"Cowlitz County, Washington",1,Total:,"2,498",+/-88
B02011,05000US53021,"Franklin County, Washington",1,Total:,"5,046","+/-2,314"
B02011,05000US53025,"Grant County, Washington",1,Total:,"1,967",+/-631
B02011,05000US53027,"Grays Harbor County, Washington",1,Total:,"1,646",+/-204
B02011,05000US53029,"Island County, Washington",1,Total:,"5,670",+/-710
B02011,05000US53033,"King County, Washington",1,Total:,"483,733","+/-2,645"
B02011,05000US53035,"Kitsap County, Washington",1,Total:,"23,334","+/-1,072"
B02011,05000US53041,"Lewis County, Washington",1,Total:,"1,533",+/-25
B02011,05000US53045,"Mason County, Washington",1,Total:,"1,415",+/-10
B02011,05000US53053,"Pierce County, Washington",1,Total:,"90,922","+/-3,066"
B02011,05000US53057,"Skagit County, Washington",1,Total:,"4,531",+/-602
B02011,05000US53061,"Snohomish County, Washington",1,Total:,"113,113","+/-1,211"
B02011,05000US53063,"Spokane County, Washington",1,Total:,"19,947",+/-593
B02011,05000US53067,"Thurston County, Washington",1,Total:,"24,917","+/-1,069"
B02011,05000US53073,"Whatcom County, Washington",1,Total:,"14,569",+/-722
B02011,05000US53077,"Yakima County, Washington",1,Total:,"5,061",+/-643
B02011,05000US54003,"Berkeley County, West Virginia",1,Total:,934,+/-544
B02011,05000US54011,"Cabell County, West Virginia",1,Total:,"1,995",+/-329
B02011,05000US54039,"Kanawha County, West Virginia",1,Total:,"2,566",+/-249
B02011,05000US54061,"Monongalia County, West Virginia",1,Total:,"4,792",+/-242
B02011,05000US54081,"Raleigh County, West Virginia",1,Total:,932,+/-96
B02011,05000US54107,"Wood County, West Virginia",1,Total:,719,+/-201
B02011,05000US55009,"Brown County, Wisconsin",1,Total:,"9,907",+/-258
B02011,05000US55025,"Dane County, Wisconsin",1,Total:,"39,508",+/-656
B02011,05000US55027,"Dodge County, Wisconsin",1,Total:,920,+/-189
B02011,05000US55035,"Eau Claire County, Wisconsin",1,Total:,"6,049",+/-127
B02011,05000US55039,"Fond du Lac County, Wisconsin",1,Total:,564,+/-368
B02011,05000US55055,"Jefferson County, Wisconsin",1,Total:,"1,443",+/-210
B02011,05000US55059,"Kenosha County, Wisconsin",1,Total:,"3,943",+/-532
B02011,05000US55063,"La Crosse County, Wisconsin",1,Total:,"6,221",+/-151
B02011,05000US55071,"Manitowoc County, Wisconsin",1,Total:,"2,538",+/-151
B02011,05000US55073,"Marathon County, Wisconsin",1,Total:,"8,965",+/-188
B02011,05000US55079,"Milwaukee County, Wisconsin",1,Total:,"49,515",+/-658
B02011,05000US55087,"Outagamie County, Wisconsin",1,Total:,"7,706",+/-280
B02011,05000US55089,"Ozaukee County, Wisconsin",1,Total:,"2,317",+/-904
B02011,05000US55097,"Portage County, Wisconsin",1,Total:,"2,471",+/-78
B02011,05000US55101,"Racine County, Wisconsin",1,Total:,"3,117",+/-89
B02011,05000US55105,"Rock County, Wisconsin",1,Total:,"2,838",+/-151
B02011,05000US55109,"St. Croix County, Wisconsin",1,Total:,"1,688",+/-112
B02011,05000US55117,"Sheboygan County, Wisconsin",1,Total:,"7,150",+/-151
B02011,05000US55127,"Walworth County, Wisconsin",1,Total:,"2,541",+/-985
B02011,05000US55131,"Washington County, Wisconsin",1,Total:,"2,418",+/-194
B02011,05000US55133,"Waukesha County, Wisconsin",1,Total:,"17,980",+/-370
B02011,05000US55139,"Winnebago County, Wisconsin",1,Total:,"6,128",+/-120
B02011,05000US55141,"Wood County, Wisconsin",1,Total:,535,+/-478
B02011,05000US56021,"Laramie County, Wyoming",1,Total:,"2,040",+/-222
B02011,05000US56025,"Natrona County, Wyoming",1,Total:,947,+/-81
B02011,05000US72013,"Arecibo Municipio, Puerto Rico",1,Total:,736,+/-710
B02011,05000US72021,"Bayamón Municipio, Puerto Rico",1,Total:,155,+/-151
B02011,05000US72025,"Caguas Municipio, Puerto Rico",1,Total:,400,+/-282
B02011,05000US72031,"Carolina Municipio, Puerto Rico",1,Total:,505,+/-441
B02011,05000US72127,"San Juan Municipio, Puerto Rico",1,Total:,"1,285",+/-886
