TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B02011,05000US27053,"Hennepin County, Minnesota",1,Total:,"109,014","+/-2,370"
B02011,05000US27109,"Olmsted County, Minnesota",1,Total:,"11,804",+/-435
B02011,05000US27123,"Ramsey County, Minnesota",1,Total:,"89,660",+/-788
B02011,05000US27131,"Rice County, Minnesota",1,Total:,"2,000",+/-152
B02011,05000US27137,"St. Louis County, Minnesota",1,Total:,"3,171",+/-86
B02011,05000US27139,"Scott County, Minnesota",1,Total:,"10,570",+/-120
B02011,05000US27141,"Sherburne County, Minnesota",1,Total:,"1,773",+/-147
B02011,05000US27145,"Stearns County, Minnesota",1,Total:,"4,446",+/-147
B02011,05000US27163,"Washington County, Minnesota",1,Total:,"18,618",+/-401
B02011,05000US27171,"Wright County, Minnesota",1,Total:,"2,723",+/-342
B02011,05000US28033,"DeSoto County, Mississippi",1,Total:,"3,688",+/-610
B02011,05000US28035,"Forrest County, Mississippi",1,Total:,928,+/-50
B02011,05000US28047,"Harrison County, Mississippi",1,Total:,"8,020",+/-878
B02011,05000US28049,"Hinds County, Mississippi",1,Total:,"2,183",+/-239
B02011,05000US28059,"Jackson County, Mississippi",1,Total:,"4,331",+/-584
B02011,05000US28075,"Lauderdale County, Mississippi",1,Total:,798,+/-101
B02011,05000US28081,"Lee County, Mississippi",1,Total:,504,+/-436
B02011,05000US28089,"Madison County, Mississippi",1,Total:,"3,021",+/-218
B02011,05000US28121,"Rankin County, Mississippi",1,Total:,"2,397",+/-218
B02011,05000US29019,"Boone County, Missouri",1,Total:,"10,898",+/-103
B02011,05000US29021,"Buchanan County, Missouri",1,Total:,"1,895",+/-278
B02011,05000US29031,"Cape Girardeau County, Missouri",1,Total:,"1,682",+/-190
B02011,05000US29037,"Cass County, Missouri",1,Total:,"1,456",+/-190
B02011,05000US29043,"Christian County, Missouri",1,Total:,954,+/-190
B02011,05000US29047,"Clay County, Missouri",1,Total:,"7,845",+/-505
B02011,05000US29051,"Cole County, Missouri",1,Total:,"1,344",+/-124
B02011,05000US29071,"Franklin County, Missouri",1,Total:,914,+/-193
B02011,05000US29077,"Greene County, Missouri",1,Total:,"8,471",+/-463
B02011,05000US29095,"Jackson County, Missouri",1,Total:,"17,819",+/-727
B02011,05000US29097,"Jasper County, Missouri",1,Total:,"1,894",+/-190
B02011,05000US29099,"Jefferson County, Missouri",1,Total:,"2,553",+/-190
B02011,05000US29165,"Platte County, Missouri",1,Total:,"4,382",+/-585
B02011,05000US29183,"St. Charles County, Missouri",1,Total:,"13,002",+/-266
B02011,05000US29189,"St. Louis County, Missouri",1,Total:,"52,223",+/-989
B02011,05000US29510,"St. Louis city, Missouri",1,Total:,"13,247",+/-845
B02011,05000US30013,"Cascade County, Montana",1,Total:,"1,431",+/-146
B02011,05000US30029,"Flathead County, Montana",1,Total:,"1,996",+/-890
B02011,05000US30031,"Gallatin County, Montana",1,Total:,"2,678",+/-339
B02011,05000US30049,"Lewis and Clark County, Montana",1,Total:,794,+/-172
B02011,05000US30063,"Missoula County, Montana",1,Total:,"3,090",+/-172
B02011,05000US30111,"Yellowstone County, Montana",1,Total:,"2,071",+/-208
B02011,05000US31055,"Douglas County, Nebraska",1,Total:,"28,050",+/-669
B02011,05000US31109,"Lancaster County, Nebraska",1,Total:,"17,736",+/-311
B02011,05000US31153,"Sarpy County, Nebraska",1,Total:,"7,653","+/-1,022"
B02011,05000US32003,"Clark County, Nevada",1,Total:,"275,929","+/-4,018"
B02011,05000US32031,"Washoe County, Nevada",1,Total:,"33,096",+/-611
B02011,05000US33005,"Cheshire County, New Hampshire",1,Total:,"2,336",+/-447
B02011,05000US33009,"Grafton County, New Hampshire",1,Total:,"4,005",+/-163
B02011,05000US33011,"Hillsborough County, New Hampshire",1,Total:,"21,485",+/-309
B02011,05000US33013,"Merrimack County, New Hampshire",1,Total:,"4,046",+/-345
B02011,05000US33015,"Rockingham County, New Hampshire",1,Total:,"8,121",+/-731
B02011,05000US33017,"Strafford County, New Hampshire",1,Total:,"5,407",+/-455
B02011,05000US34001,"Atlantic County, New Jersey",1,Total:,"25,462","+/-1,691"
B02011,05000US34003,"Bergen County, New Jersey",1,Total:,"168,626","+/-1,773"
B02011,05000US34005,"Burlington County, New Jersey",1,Total:,"28,846","+/-1,114"
B02011,05000US34007,"Camden County, New Jersey",1,Total:,"33,869","+/-1,224"
B02011,05000US34009,"Cape May County, New Jersey",1,Total:,"1,913",+/-749
B02011,05000US34011,"Cumberland County, New Jersey",1,Total:,"2,704",+/-351
B02011,05000US34013,"Essex County, New Jersey",1,Total:,"51,643","+/-1,894"
B02011,05000US34015,"Gloucester County, New Jersey",1,Total:,"10,764",+/-334
B02011,05000US34017,"Hudson County, New Jersey",1,Total:,"118,147","+/-2,567"
B02011,05000US34019,"Hunterdon County, New Jersey",1,Total:,"6,136",+/-523
B02011,05000US34021,"Mercer County, New Jersey",1,Total:,"45,186",+/-192
B02011,05000US34023,"Middlesex County, New Jersey",1,Total:,"212,950","+/-1,788"
B02011,05000US34025,"Monmouth County, New Jersey",1,Total:,"39,694",+/-869
B02011,05000US34027,"Morris County, New Jersey",1,Total:,"57,651",+/-433
B02011,05000US34029,"Ocean County, New Jersey",1,Total:,"13,928",+/-370
B02011,05000US34031,"Passaic County, New Jersey",1,Total:,"30,426",+/-820
B02011,05000US34033,"Salem County, New Jersey",1,Total:,809,+/-210
B02011,05000US34035,"Somerset County, New Jersey",1,Total:,"65,147",+/-740
B02011,05000US34037,"Sussex County, New Jersey",1,Total:,"4,058",+/-546
B02011,05000US34039,"Union County, New Jersey",1,Total:,"34,408","+/-1,251"
B02011,05000US34041,"Warren County, New Jersey",1,Total:,"3,682",+/-174
B02011,05000US35001,"Bernalillo County, New Mexico",1,Total:,"24,651","+/-1,134"
B02011,05000US35005,"Chaves County, New Mexico",1,Total:,628,+/-615
B02011,05000US35013,"Doña Ana County, New Mexico",1,Total:,"3,931",+/-904
B02011,05000US35025,"Lea County, New Mexico",1,Total:,765,+/-729
B02011,05000US35031,"McKinley County, New Mexico",1,Total:,825,+/-201
B02011,05000US35035,"Otero County, New Mexico",1,Total:,"1,255",+/-201
B02011,05000US35043,"Sandoval County, New Mexico",1,Total:,"3,179",+/-344
B02011,05000US35045,"San Juan County, New Mexico",1,Total:,"1,566",+/-754
B02011,05000US35049,"Santa Fe County, New Mexico",1,Total:,"3,050",+/-483
B02011,05000US35061,"Valencia County, New Mexico",1,Total:,621,+/-619
B02011,05000US36001,"Albany County, New York",1,Total:,"23,862",+/-672
B02011,05000US36005,"Bronx County, New York",1,Total:,"65,784","+/-2,179"
B02011,05000US36007,"Broome County, New York",1,Total:,"10,135",+/-440
B02011,05000US36009,"Cattaraugus County, New York",1,Total:,948,+/-168
B02011,05000US36011,"Cayuga County, New York",1,Total:,774,+/-164
B02011,05000US36013,"Chautauqua County, New York",1,Total:,"1,249",+/-131
B02011,05000US36015,"Chemung County, New York",1,Total:,"1,751",+/-245
B02011,05000US36019,"Clinton County, New York",1,Total:,"1,036",+/-439
B02011,05000US36027,"Dutchess County, New York",1,Total:,"13,124","+/-1,012"
B02011,05000US36029,"Erie County, New York",1,Total:,"39,625",+/-590
B02011,05000US36045,"Jefferson County, New York",1,Total:,"2,851",+/-336
B02011,05000US36047,"Kings County, New York",1,Total:,"347,387","+/-2,187"
B02011,05000US36051,"Livingston County, New York",1,Total:,"1,083",+/-544
B02011,05000US36053,"Madison County, New York",1,Total:,"1,991",+/-444
B02011,05000US36055,"Monroe County, New York",1,Total:,"34,163","+/-1,214"
B02011,05000US36059,"Nassau County, New York",1,Total:,"150,097","+/-2,143"
B02011,05000US36061,"New York County, New York",1,Total:,"227,248","+/-2,023"
B02011,05000US36063,"Niagara County, New York",1,Total:,"3,181",+/-187
B02011,05000US36065,"Oneida County, New York",1,Total:,"10,824",+/-427
B02011,05000US36067,"Onondaga County, New York",1,Total:,"21,256",+/-363
B02011,05000US36069,"Ontario County, New York",1,Total:,"1,623",+/-412
B02011,05000US36071,"Orange County, New York",1,Total:,"15,060","+/-1,502"
B02011,05000US36075,"Oswego County, New York",1,Total:,"1,626",+/-447
B02011,05000US36079,"Putnam County, New York",1,Total:,"2,631",+/-201
B02011,05000US36081,"Queens County, New York",1,Total:,"627,785","+/-3,009"
B02011,05000US36083,"Rensselaer County, New York",1,Total:,"5,290",+/-275
B02011,05000US36085,"Richmond County, New York",1,Total:,"52,604","+/-1,436"
B02011,05000US36087,"Rockland County, New York",1,Total:,"22,163",+/-548
B02011,05000US36089,"St. Lawrence County, New York",1,Total:,"1,627",+/-57
B02011,05000US36091,"Saratoga County, New York",1,Total:,"8,212",+/-425
B02011,05000US36093,"Schenectady County, New York",1,Total:,"9,234",+/-871
B02011,05000US36101,"Steuben County, New York",1,Total:,"1,712",+/-10
B02011,05000US36103,"Suffolk County, New York",1,Total:,"70,597","+/-1,404"
B02011,05000US36105,"Sullivan County, New York",1,Total:,"1,622",+/-135
B02011,05000US36109,"Tompkins County, New York",1,Total:,"11,698",+/-871
B02011,05000US36111,"Ulster County, New York",1,Total:,"4,867",+/-184
B02011,05000US36113,"Warren County, New York",1,Total:,"1,366",+/-582
B02011,05000US36117,"Wayne County, New York",1,Total:,817,+/-188
B02011,05000US36119,"Westchester County, New York",1,Total:,"68,609","+/-1,437"
B02011,05000US37001,"Alamance County, North Carolina",1,Total:,"3,373",+/-199
B02011,05000US37021,"Buncombe County, North Carolina",1,Total:,"4,533",+/-98
B02011,05000US37023,"Burke County, North Carolina",1,Total:,"3,469",+/-210
B02011,05000US37025,"Cabarrus County, North Carolina",1,Total:,"9,710",+/-210
B02011,05000US37027,"Caldwell County, North Carolina",1,Total:,616,+/-614
B02011,05000US37031,"Carteret County, North Carolina",1,Total:,"1,194",+/-210
B02011,05000US37035,"Catawba County, North Carolina",1,Total:,"7,347",+/-160
B02011,05000US37037,"Chatham County, North Carolina",1,Total:,"1,710",+/-210
B02011,05000US37045,"Cleveland County, North Carolina",1,Total:,"1,190",+/-107
B02011,05000US37049,"Craven County, North Carolina",1,Total:,"3,995",+/-192
B02011,05000US37051,"Cumberland County, North Carolina",1,Total:,"14,643","+/-1,386"
B02011,05000US37057,"Davidson County, North Carolina",1,Total:,"3,610",+/-768
B02011,05000US37063,"Durham County, North Carolina",1,Total:,"19,372",+/-658
B02011,05000US37067,"Forsyth County, North Carolina",1,Total:,"10,782",+/-102
B02011,05000US37069,"Franklin County, North Carolina",1,Total:,602,+/-48
B02011,05000US37071,"Gaston County, North Carolina",1,Total:,"5,071",+/-608
B02011,05000US37081,"Guilford County, North Carolina",1,Total:,"31,449","+/-1,328"
B02011,05000US37085,"Harnett County, North Carolina",1,Total:,"2,754",+/-664
B02011,05000US37089,"Henderson County, North Carolina",1,Total:,"1,758",+/-210
B02011,05000US37097,"Iredell County, North Carolina",1,Total:,"5,404",+/-160
B02011,05000US37101,"Johnston County, North Carolina",1,Total:,"2,412",+/-460
B02011,05000US37119,"Mecklenburg County, North Carolina",1,Total:,"76,652","+/-1,931"
B02011,05000US37125,"Moore County, North Carolina",1,Total:,"1,860",+/-210
B02011,05000US37129,"New Hanover County, North Carolina",1,Total:,"5,099",+/-701
B02011,05000US37133,"Onslow County, North Carolina",1,Total:,"7,743","+/-1,192"
B02011,05000US37135,"Orange County, North Carolina",1,Total:,"13,384",+/-206
B02011,05000US37147,"Pitt County, North Carolina",1,Total:,"5,184",+/-710
B02011,05000US37151,"Randolph County, North Carolina",1,Total:,"2,709",+/-584
B02011,05000US37155,"Robeson County, North Carolina",1,Total:,"1,024",+/-94
B02011,05000US37157,"Rockingham County, North Carolina",1,Total:,387,+/-332
B02011,05000US37159,"Rowan County, North Carolina",1,Total:,"1,888",+/-210
B02011,05000US37179,"Union County, North Carolina",1,Total:,"8,817",+/-161
B02011,05000US37183,"Wake County, North Carolina",1,Total:,"91,254","+/-1,751"
B02011,05000US37191,"Wayne County, North Carolina",1,Total:,"4,009","+/-1,564"
B02011,05000US37193,"Wilkes County, North Carolina",1,Total:,471,+/-413
B02011,05000US37195,"Wilson County, North Carolina",1,Total:,809,+/-788
B02011,05000US38015,"Burleigh County, North Dakota",1,Total:,"1,172",+/-185
B02011,05000US38017,"Cass County, North Dakota",1,Total:,"7,831",+/-397
B02011,05000US38035,"Grand Forks County, North Dakota",1,Total:,"2,694",+/-161
B02011,05000US38101,"Ward County, North Dakota",1,Total:,"1,701",+/-93
B02011,05000US39003,"Allen County, Ohio",1,Total:,"1,175",+/-163
B02011,05000US39009,"Athens County, Ohio",1,Total:,"2,293",+/-774
B02011,05000US39013,"Belmont County, Ohio",1,Total:,710,+/-688
B02011,05000US39017,"Butler County, Ohio",1,Total:,"16,381",+/-538
B02011,05000US39023,"Clark County, Ohio",1,Total:,"1,487",+/-125
B02011,05000US39025,"Clermont County, Ohio",1,Total:,"3,626",+/-246
B02011,05000US39029,"Columbiana County, Ohio",1,Total:,645,+/-446
B02011,05000US39035,"Cuyahoga County, Ohio",1,Total:,"50,439","+/-1,418"
B02011,05000US39041,"Delaware County, Ohio",1,Total:,"16,216",+/-42
B02011,05000US39045,"Fairfield County, Ohio",1,Total:,"3,432",+/-84
B02011,05000US39049,"Franklin County, Ohio",1,Total:,"85,598","+/-1,779"
B02011,05000US39055,"Geauga County, Ohio",1,Total:,881,+/-195
B02011,05000US39057,"Greene County, Ohio",1,Total:,"7,124",+/-437
B02011,05000US39061,"Hamilton County, Ohio",1,Total:,"28,999","+/-1,571"
B02011,05000US39063,"Hancock County, Ohio",1,Total:,"1,528",+/-528
B02011,05000US39081,"Jefferson County, Ohio",1,Total:,"1,351","+/-1,015"
B02011,05000US39085,"Lake County, Ohio",1,Total:,"4,361",+/-102
B02011,05000US39089,"Licking County, Ohio",1,Total:,"4,632",+/-886
B02011,05000US39093,"Lorain County, Ohio",1,Total:,"5,325",+/-274
B02011,05000US39095,"Lucas County, Ohio",1,Total:,"10,002",+/-520
B02011,05000US39099,"Mahoning County, Ohio",1,Total:,"3,190",+/-542
B02011,05000US39101,"Marion County, Ohio",1,Total:,498,+/-195
B02011,05000US39103,"Medina County, Ohio",1,Total:,"2,818",+/-195
B02011,05000US39109,"Miami County, Ohio",1,Total:,"2,174",+/-195
B02011,05000US39113,"Montgomery County, Ohio",1,Total:,"15,602",+/-344
B02011,05000US39119,"Muskingum County, Ohio",1,Total:,827,+/-160
B02011,05000US39133,"Portage County, Ohio",1,Total:,"4,157",+/-195
B02011,05000US39139,"Richland County, Ohio",1,Total:,"1,158",+/-217
B02011,05000US39141,"Ross County, Ohio",1,Total:,"1,411",+/-900
B02011,05000US39151,"Stark County, Ohio",1,Total:,"4,811",+/-169
B02011,05000US39153,"Summit County, Ohio",1,Total:,"24,017",+/-915
B02011,05000US39155,"Trumbull County, Ohio",1,Total:,"1,564",+/-195
B02011,05000US39157,"Tuscarawas County, Ohio",1,Total:,486,+/-470
B02011,05000US39165,"Warren County, Ohio",1,Total:,"15,964",+/-579
B02011,05000US39169,"Wayne County, Ohio",1,Total:,848,+/-577
B02011,05000US39173,"Wood County, Ohio",1,Total:,"3,095",+/-261
B02011,05000US40017,"Canadian County, Oklahoma",1,Total:,"5,273",+/-161
B02011,05000US40027,"Cleveland County, Oklahoma",1,Total:,"16,594",+/-680
B02011,05000US40031,"Comanche County, Oklahoma",1,Total:,"5,257",+/-657
B02011,05000US40037,"Creek County, Oklahoma",1,Total:,867,+/-271
B02011,05000US40101,"Muskogee County, Oklahoma",1,Total:,250,+/-178
B02011,05000US40109,"Oklahoma County, Oklahoma",1,Total:,"36,210","+/-1,776"
B02011,05000US40119,"Payne County, Oklahoma",1,Total:,"4,386",+/-161
B02011,05000US40125,"Pottawatomie County, Oklahoma",1,Total:,755,+/-161
B02011,05000US40131,"Rogers County, Oklahoma",1,Total:,"1,828",+/-186
B02011,05000US40143,"Tulsa County, Oklahoma",1,Total:,"26,143",+/-540
B02011,05000US40145,"Wagoner County, Oklahoma",1,Total:,"1,625",+/-161
B02011,05000US41003,"Benton County, Oregon",1,Total:,"8,351",+/-244
B02011,05000US41005,"Clackamas County, Oregon",1,Total:,"25,765",+/-444
B02011,05000US41017,"Deschutes County, Oregon",1,Total:,"5,218",+/-738
B02011,05000US41019,"Douglas County, Oregon",1,Total:,"2,155",+/-389
B02011,05000US41029,"Jackson County, Oregon",1,Total:,"5,789",+/-952
B02011,05000US41033,"Josephine County, Oregon",1,Total:,"1,474",+/-122
B02011,05000US41035,"Klamath County, Oregon",1,Total:,"1,244",+/-252
B02011,05000US41039,"Lane County, Oregon",1,Total:,"17,561",+/-422
B02011,05000US41043,"Linn County, Oregon",1,Total:,"2,422",+/-106
B02011,05000US41047,"Marion County, Oregon",1,Total:,"11,175",+/-447
B02011,05000US41051,"Multnomah County, Oregon",1,Total:,"79,948",+/-688
B02011,05000US41053,"Polk County, Oregon",1,Total:,"2,752",+/-169
B02011,05000US41059,"Umatilla County, Oregon",1,Total:,"1,211",+/-155
B02011,05000US41067,"Washington County, Oregon",1,Total:,"80,745",+/-883
B02011,05000US41071,"Yamhill County, Oregon",1,Total:,"3,046","+/-1,062"
B02011,05000US42001,"Adams County, Pennsylvania",1,Total:,"1,159",+/-177
B02011,05000US42003,"Allegheny County, Pennsylvania",1,Total:,"56,657","+/-1,293"
B02011,05000US42005,"Armstrong County, Pennsylvania",1,Total:,284,+/-177
B02011,05000US42007,"Beaver County, Pennsylvania",1,Total:,"1,339",+/-8
B02011,05000US42011,"Berks County, Pennsylvania",1,Total:,"7,380",+/-563
B02011,05000US42013,"Blair County, Pennsylvania",1,Total:,991,+/-770
B02011,05000US42017,"Bucks County, Pennsylvania",1,Total:,"37,271",+/-776
B02011,05000US42019,"Butler County, Pennsylvania",1,Total:,"3,517",+/-507
B02011,05000US42021,"Cambria County, Pennsylvania",1,Total:,"1,177",+/-255
B02011,05000US42025,"Carbon County, Pennsylvania",1,Total:,"1,038",+/-583
B02011,05000US42027,"Centre County, Pennsylvania",1,Total:,"12,101",+/-175
B02011,05000US42029,"Chester County, Pennsylvania",1,Total:,"33,468",+/-388
B02011,05000US42033,"Clearfield County, Pennsylvania",1,Total:,693,+/-436
B02011,05000US42037,"Columbia County, Pennsylvania",1,Total:,880,+/-177
B02011,05000US42039,"Crawford County, Pennsylvania",1,Total:,819,+/-134
B02011,05000US42041,"Cumberland County, Pennsylvania",1,Total:,"13,312",+/-144
B02011,05000US42043,"Dauphin County, Pennsylvania",1,Total:,"15,969",+/-934
B02011,05000US42045,"Delaware County, Pennsylvania",1,Total:,"37,936",+/-844
B02011,05000US42049,"Erie County, Pennsylvania",1,Total:,"6,068",+/-278
B02011,05000US42051,"Fayette County, Pennsylvania",1,Total:,691,+/-177
B02011,05000US42055,"Franklin County, Pennsylvania",1,Total:,"2,347",+/-261
B02011,05000US42063,"Indiana County, Pennsylvania",1,Total:,"1,060",+/-171
B02011,05000US42069,"Lackawanna County, Pennsylvania",1,Total:,"7,395",+/-213
B02011,05000US42071,"Lancaster County, Pennsylvania",1,Total:,"16,278","+/-1,283"
B02011,05000US42073,"Lawrence County, Pennsylvania",1,Total:,741,+/-237
B02011,05000US42075,"Lebanon County, Pennsylvania",1,Total:,"2,588",+/-267
B02011,05000US42077,"Lehigh County, Pennsylvania",1,Total:,"16,002","+/-1,037"
B02011,05000US42079,"Luzerne County, Pennsylvania",1,Total:,"5,869",+/-742
B02011,05000US42081,"Lycoming County, Pennsylvania",1,Total:,"1,049",+/-75
B02011,05000US42085,"Mercer County, Pennsylvania",1,Total:,"1,225",+/-123
B02011,05000US42089,"Monroe County, Pennsylvania",1,Total:,"5,042",+/-745
B02011,05000US42091,"Montgomery County, Pennsylvania",1,Total:,"72,567",+/-813
B02011,05000US42095,"Northampton County, Pennsylvania",1,Total:,"11,001",+/-820
B02011,05000US42097,"Northumberland County, Pennsylvania",1,Total:,611,+/-110
B02011,05000US42101,"Philadelphia County, Pennsylvania",1,Total:,"132,326","+/-2,435"
B02011,05000US42107,"Schuylkill County, Pennsylvania",1,Total:,"1,147",+/-103
B02011,05000US42111,"Somerset County, Pennsylvania",1,Total:,441,+/-385
B02011,05000US42125,"Washington County, Pennsylvania",1,Total:,"2,984",+/-87
B02011,05000US42129,"Westmoreland County, Pennsylvania",1,Total:,"4,382",+/-144
B02011,05000US42133,"York County, Pennsylvania",1,Total:,"8,606",+/-395
B02011,05000US44003,"Kent County, Rhode Island",1,Total:,"5,461",+/-220
B02011,05000US44005,"Newport County, Rhode Island",1,Total:,"2,207",+/-79
B02011,05000US44007,"Providence County, Rhode Island",1,Total:,"32,246","+/-1,546"
B02011,05000US44009,"Washington County, Rhode Island",1,Total:,"3,443",+/-127
B02011,05000US45003,"Aiken County, South Carolina",1,Total:,"2,507",+/-190
B02011,05000US45007,"Anderson County, South Carolina",1,Total:,"2,508",+/-222
B02011,05000US45013,"Beaufort County, South Carolina",1,Total:,"3,257",+/-163
B02011,05000US45015,"Berkeley County, South Carolina",1,Total:,"7,734",+/-444
B02011,05000US45019,"Charleston County, South Carolina",1,Total:,"9,343",+/-717
B02011,05000US45031,"Darlington County, South Carolina",1,Total:,380,+/-214
B02011,05000US45035,"Dorchester County, South Carolina",1,Total:,"4,712",+/-611
B02011,05000US45041,"Florence County, South Carolina",1,Total:,"2,295",+/-214
B02011,05000US45045,"Greenville County, South Carolina",1,Total:,"16,009",+/-628
B02011,05000US45047,"Greenwood County, South Carolina",1,Total:,496,+/-421
B02011,05000US45051,"Horry County, South Carolina",1,Total:,"6,024",+/-253
B02011,05000US45055,"Kershaw County, South Carolina",1,Total:,605,+/-214
B02011,05000US45057,"Lancaster County, South Carolina",1,Total:,"1,606",+/-214
B02011,05000US45063,"Lexington County, South Carolina",1,Total:,"7,473",+/-312
B02011,05000US45073,"Oconee County, South Carolina",1,Total:,"1,104",+/-404
B02011,05000US45075,"Orangeburg County, South Carolina",1,Total:,838,+/-139
B02011,05000US45077,"Pickens County, South Carolina",1,Total:,"2,978",+/-47
B02011,05000US45079,"Richland County, South Carolina",1,Total:,"15,117",+/-630
B02011,05000US45083,"Spartanburg County, South Carolina",1,Total:,"9,109",+/-821
B02011,05000US45085,"Sumter County, South Carolina",1,Total:,"2,069",+/-81
B02011,05000US45091,"York County, South Carolina",1,Total:,"7,815",+/-231
B02011,05000US46099,"Minnehaha County, South Dakota",1,Total:,"5,581",+/-118
B02011,05000US46103,"Pennington County, South Dakota",1,Total:,"2,270",+/-310
B02011,05000US47001,"Anderson County, Tennessee",1,Total:,"1,375",+/-211
B02011,05000US47009,"Blount County, Tennessee",1,Total:,"1,665",+/-214
B02011,05000US47011,"Bradley County, Tennessee",1,Total:,"1,422",+/-62
B02011,05000US47037,"Davidson County, Tennessee",1,Total:,"31,086",+/-123
B02011,05000US47065,"Hamilton County, Tennessee",1,Total:,"9,330",+/-568
B02011,05000US47093,"Knox County, Tennessee",1,Total:,"13,589",+/-560
B02011,05000US47113,"Madison County, Tennessee",1,Total:,"1,488",+/-291
B02011,05000US47119,"Maury County, Tennessee",1,Total:,"1,133",+/-211
B02011,05000US47125,"Montgomery County, Tennessee",1,Total:,"8,159",+/-733
B02011,05000US47141,"Putnam County, Tennessee",1,Total:,"1,148",+/-216
B02011,05000US47147,"Robertson County, Tennessee",1,Total:,558,+/-211
B02011,05000US47149,"Rutherford County, Tennessee",1,Total:,"13,494",+/-797
B02011,05000US47155,"Sevier County, Tennessee",1,Total:,570,+/-475
B02011,05000US47157,"Shelby County, Tennessee",1,Total:,"29,607","+/-1,039"
B02011,05000US47163,"Sullivan County, Tennessee",1,Total:,"1,544",+/-211
B02011,05000US47165,"Sumner County, Tennessee",1,Total:,"3,500",+/-200
B02011,05000US47179,"Washington County, Tennessee",1,Total:,"2,757",+/-290
B02011,05000US47187,"Williamson County, Tennessee",1,Total:,"13,092",+/-470
B02011,05000US47189,"Wilson County, Tennessee",1,Total:,"2,888",+/-96
B02011,05000US48005,"Angelina County, Texas",1,Total:,"1,049",+/-106
B02011,05000US48021,"Bastrop County, Texas",1,Total:,872,+/-91
B02011,05000US48027,"Bell County, Texas",1,Total:,"14,953",+/-623
B02011,05000US48029,"Bexar County, Texas",1,Total:,"76,343","+/-1,984"
B02011,05000US48037,"Bowie County, Texas",1,Total:,"1,541",+/-228
B02011,05000US48039,"Brazoria County, Texas",1,Total:,"27,771",+/-611
B02011,05000US48041,"Brazos County, Texas",1,Total:,"16,093",+/-166
B02011,05000US48061,"Cameron County, Texas",1,Total:,"3,950",+/-555
B02011,05000US48085,"Collin County, Texas",1,Total:,"173,553","+/-1,989"
B02011,05000US48091,"Comal County, Texas",1,Total:,"2,863",+/-527
B02011,05000US48099,"Coryell County, Texas",1,Total:,"2,557",+/-293
B02011,05000US48113,"Dallas County, Texas",1,Total:,"190,174","+/-1,998"
B02011,05000US48121,"Denton County, Texas",1,Total:,"92,268","+/-2,747"
B02011,05000US48135,"Ector County, Texas",1,Total:,"2,376",+/-658
B02011,05000US48139,"Ellis County, Texas",1,Total:,"1,967",+/-183
B02011,05000US48141,"El Paso County, Texas",1,Total:,"16,191","+/-1,723"
B02011,05000US48157,"Fort Bend County, Texas",1,Total:,"170,822","+/-1,793"
B02011,05000US48167,"Galveston County, Texas",1,Total:,"13,853",+/-783
B02011,05000US48181,"Grayson County, Texas",1,Total:,"2,695",+/-247
B02011,05000US48183,"Gregg County, Texas",1,Total:,"2,058",+/-84
B02011,05000US48187,"Guadalupe County, Texas",1,Total:,"4,763",+/-559
B02011,05000US48201,"Harris County, Texas",1,Total:,"373,105","+/-4,537"
B02011,05000US48209,"Hays County, Texas",1,Total:,"5,457",+/-907
B02011,05000US48213,"Henderson County, Texas",1,Total:,657,+/-20
B02011,05000US48215,"Hidalgo County, Texas",1,Total:,"9,218",+/-621
B02011,05000US48231,"Hunt County, Texas",1,Total:,"1,738",+/-17
B02011,05000US48245,"Jefferson County, Texas",1,Total:,"10,983",+/-322
B02011,05000US48251,"Johnson County, Texas",1,Total:,"2,867",+/-959
B02011,05000US48257,"Kaufman County, Texas",1,Total:,"2,098",+/-241
B02011,05000US48291,"Liberty County, Texas",1,Total:,210,+/-169
B02011,05000US48303,"Lubbock County, Texas",1,Total:,"9,885","+/-1,243"
B02011,05000US48309,"McLennan County, Texas",1,Total:,"5,797",+/-469
B02011,05000US48329,"Midland County, Texas",1,Total:,"5,401","+/-1,326"
B02011,05000US48339,"Montgomery County, Texas",1,Total:,"22,063",+/-871
B02011,05000US48347,"Nacogdoches County, Texas",1,Total:,"1,132",+/-228
B02011,05000US48355,"Nueces County, Texas",1,Total:,"10,287","+/-1,291"
B02011,05000US48361,"Orange County, Texas",1,Total:,"1,215",+/-228
B02011,05000US48367,"Parker County, Texas",1,Total:,"1,377",+/-151
B02011,05000US48375,"Potter County, Texas",1,Total:,"7,514",+/-268
B02011,05000US48381,"Randall County, Texas",1,Total:,"2,877",+/-228
B02011,05000US48397,"Rockwall County, Texas",1,Total:,"3,949",+/-390
B02011,05000US48409,"San Patricio County, Texas",1,Total:,988,+/-511
B02011,05000US48423,"Smith County, Texas",1,Total:,"4,559",+/-40
B02011,05000US48439,"Tarrant County, Texas",1,Total:,"137,017","+/-1,751"
B02011,05000US48441,"Taylor County, Texas",1,Total:,"4,754",+/-762
B02011,05000US48451,"Tom Green County, Texas",1,Total:,"2,074",+/-162
B02011,05000US48453,"Travis County, Texas",1,Total:,"106,199","+/-2,874"
B02011,05000US48469,"Victoria County, Texas",1,Total:,"1,346",+/-228
B02011,05000US48471,"Walker County, Texas",1,Total:,"1,965","+/-1,528"
B02011,05000US48479,"Webb County, Texas",1,Total:,"1,673",+/-312
B02011,05000US48485,"Wichita County, Texas",1,Total:,"3,972",+/-359
